图号,中文图题,PDF,PNG,SVG,数据源,绘图数据,解释,PDF_SHA256,本论文选用,Overleaf路径
F083,第三问：Q3-R-004完整飞行及服务剖面,figures/F083.pdf,figures/F083.png,figures/F083.svg,data/cleaned/model_inputs.json;results/q3/relay_sorties.csv,plot_data/F083.json,当前主方案的诊断视图；不另算一次独立实验,4d34e16b773dc182260c6ff917729126e646440d8e9029a62e5ac5b2e0d72e78,否,figures/F083.pdf
F084,第三问：Q3-T-001逐阶段高度剖面,figures/F084.pdf,figures/F084.png,figures/F084.svg,results/q3/trajectory_phases.csv,plot_data/F084.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,a13162d4f8eebe33546dd47bf7b9df43e806315ba281e458e84a71fb5d350042,否,figures/F084.pdf
F085,第三问：Q3-T-002逐阶段高度剖面,figures/F085.pdf,figures/F085.png,figures/F085.svg,results/q3/trajectory_phases.csv,plot_data/F085.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,3558f2a96553c7740681336ddf757c93de60eb43d61fa95713b3c4820a16e8ef,否,figures/F085.pdf
F086,第三问：Q3-T-003逐阶段高度剖面,figures/F086.pdf,figures/F086.png,figures/F086.svg,results/q3/trajectory_phases.csv,plot_data/F086.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,17011cf93f66d5dc2c68632868c4a0f17a4da01ca3065a3463dbd4dc7790a970,否,figures/F086.pdf
F087,第三问：Q3-T-004逐阶段高度剖面,figures/F087.pdf,figures/F087.png,figures/F087.svg,results/q3/trajectory_phases.csv,plot_data/F087.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,190383f656460d63be1c62f99601af5b272ac95d27db5c50eddef3625d8292c5,否,figures/F087.pdf
F088,第三问：Q3-T-005逐阶段高度剖面,figures/F088.pdf,figures/F088.png,figures/F088.svg,results/q3/trajectory_phases.csv,plot_data/F088.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,bee57d63e33edcf371f2b42a195993ec5b9a678e07f641a47dbc7fa5ee51bd40,否,figures/F088.pdf
F089,第三问：Q3-T-006逐阶段高度剖面,figures/F089.pdf,figures/F089.png,figures/F089.svg,results/q3/trajectory_phases.csv,plot_data/F089.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,d01bc337a8faf01ba59a95a4342103e44fec58e32584eca947ef94b22668642e,否,figures/F089.pdf
F090,第三问：Q3-T-007逐阶段高度剖面,figures/F090.pdf,figures/F090.png,figures/F090.svg,results/q3/trajectory_phases.csv,plot_data/F090.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,64bf5c348981fbb2f2f3c51ea053747a2d1ea5985635c94cec95b03e8ab8555f,否,figures/F090.pdf
F091,第三问：Q3-T-008逐阶段高度剖面,figures/F091.pdf,figures/F091.png,figures/F091.svg,results/q3/trajectory_phases.csv,plot_data/F091.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,0f699a635a49f1d733082481f1238667d7cc80581402ca93c360752e3f3984e3,否,figures/F091.pdf
F092,第三问：Q3-T-009逐阶段高度剖面,figures/F092.pdf,figures/F092.png,figures/F092.svg,results/q3/trajectory_phases.csv,plot_data/F092.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,c4a6fcd41937467b1cd8836d64cb57aad6477ba18e958b1ff9b0485067a523b1,否,figures/F092.pdf
F093,第三问：Q3-T-010逐阶段高度剖面,figures/F093.pdf,figures/F093.png,figures/F093.svg,results/q3/trajectory_phases.csv,plot_data/F093.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,2d7b90ef6b44ff5fbf72cc581ddbc274f52243dc9921fa5146830285215c6abf,否,figures/F093.pdf
F094,第三问：Q3-T-011逐阶段高度剖面,figures/F094.pdf,figures/F094.png,figures/F094.svg,results/q3/trajectory_phases.csv,plot_data/F094.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,87d1a7fd95ea37bb9a93f23e823e7dce201bd837b005df4d7b5fc35b556968d4,否,figures/F094.pdf
F095,第三问：Q3-T-012逐阶段高度剖面,figures/F095.pdf,figures/F095.png,figures/F095.svg,results/q3/trajectory_phases.csv,plot_data/F095.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,581aee4b04b9f973f5ee682cc76585561b2be58f2c45e0c074a8f4c5d34eb3ca,否,figures/F095.pdf
F096,第三问：Q3-T-013逐阶段高度剖面,figures/F096.pdf,figures/F096.png,figures/F096.svg,results/q3/trajectory_phases.csv,plot_data/F096.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,292754c93b842db69e73895137331d6c82b7613dfc644e3675f5c4a9814965cd,否,figures/F096.pdf
F097,第三问：Q3-T-014逐阶段高度剖面,figures/F097.pdf,figures/F097.png,figures/F097.svg,results/q3/trajectory_phases.csv,plot_data/F097.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,af07978c33b51693464ee152e5073e95f4e941bfd2a8a9174979bf78dc922cd7,否,figures/F097.pdf
F098,第三问：Q3-T-015逐阶段高度剖面,figures/F098.pdf,figures/F098.png,figures/F098.svg,results/q3/trajectory_phases.csv,plot_data/F098.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,8d33145bb56b26ce8ab5384ecd47e164a73b9a4b90ded6de6a7a40fc5e2395ab,否,figures/F098.pdf
F099,第三问：Q3-T-016逐阶段高度剖面,figures/F099.pdf,figures/F099.png,figures/F099.svg,results/q3/trajectory_phases.csv,plot_data/F099.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,1174d110f8ee8a307fa3aedfdecd938d33bde3f6e456b1de24cd3f633aaaac1e,是,figures/F099.pdf
F100,第三问：Q3-T-017逐阶段高度剖面,figures/F100.pdf,figures/F100.png,figures/F100.svg,results/q3/trajectory_phases.csv,plot_data/F100.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,16cf914c752292a45ca30a47d24e31bc6727755b45e343cfe8d78a7db630e1b3,否,figures/F100.pdf
F101,第三问：Q3-T-018逐阶段高度剖面,figures/F101.pdf,figures/F101.png,figures/F101.svg,results/q3/trajectory_phases.csv,plot_data/F101.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,d0cc295cc98fff340fac574babb62707db926a74f219274e81ebdd6b52f8cacd,否,figures/F101.pdf
F102,第三问：Q3-T-019逐阶段高度剖面,figures/F102.pdf,figures/F102.png,figures/F102.svg,results/q3/trajectory_phases.csv,plot_data/F102.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,51d16b45f9168771625995fabb325e77715cf97822fb8a01a76e5d1f89069ede,否,figures/F102.pdf
F103,第三问：Q3-T-020逐阶段高度剖面,figures/F103.pdf,figures/F103.png,figures/F103.svg,results/q3/trajectory_phases.csv,plot_data/F103.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,1a4712211bf76336dea85d705c4f7b3e2e092a3783b971f4cef35bdb16ee3a64,否,figures/F103.pdf
F104,第三问：Q3-T-021逐阶段高度剖面,figures/F104.pdf,figures/F104.png,figures/F104.svg,results/q3/trajectory_phases.csv,plot_data/F104.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,baeeb2c61c9ebeb2dfa7b081be8998840c086ded417dc6af1c023fad541e1b1c,否,figures/F104.pdf
F105,第三问：Q3-T-022逐阶段高度剖面,figures/F105.pdf,figures/F105.png,figures/F105.svg,results/q3/trajectory_phases.csv,plot_data/F105.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,3c666e30c76e2ae9cded3abe92af39b1db628441a1ad2cbe7dfda098559f676d,否,figures/F105.pdf
F106,第三问：Q3-T-023逐阶段高度剖面,figures/F106.pdf,figures/F106.png,figures/F106.svg,results/q3/trajectory_phases.csv,plot_data/F106.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,4cbadce557b1168d597a18b50ebde3201f1579609531e9891d68e46461cae029,否,figures/F106.pdf
F107,第三问：Q3-T-024逐阶段高度剖面,figures/F107.pdf,figures/F107.png,figures/F107.svg,results/q3/trajectory_phases.csv,plot_data/F107.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,49e8fd5c60e554846890a3d4b21373b3a2c2eaf85223ce3c2de11de37799d1b8,否,figures/F107.pdf
F108,第三问：Q3-T-025逐阶段高度剖面,figures/F108.pdf,figures/F108.png,figures/F108.svg,results/q3/trajectory_phases.csv,plot_data/F108.json,不同颜色区分连续阶段；交接为30米作业高度，不在区域地面停留,9a28ac1465474390adaab31a1f736bdcabb2c1faf36b408e921e97ec5482564d,否,figures/F108.pdf
F109,第三问：直连与中继保障的完整时间区间,figures/F109.pdf,figures/F109.png,figures/F109.svg,results/q3/communication_atoms.csv;results/q3/trips.csv,plot_data/F109.json,正长度区间图；孤立边界点由独立表逐点验证，图像分辨率不构成连续性证明,c17f051b15d4e613edb665e99ed27feaa896e51df40aeeb6c2d5a2f7115aff49,是,figures/F109.pdf
F110,第三问：直连与中继累计保障工作量,figures/F110.pdf,figures/F110.png,figures/F110.svg,results/q3/communication_atoms.csv,plot_data/F110.json,累计飞行及交接时间，不等于日历持续时间；边界点不重复计时,e905147b64704a7840fe683e6c8d499543dee20ed1d0a2812093ff018a4c2f15,否,figures/F110.pdf
F111,第三问：已分割区间中点链路裕量分布,figures/F111.pdf,figures/F111.png,figures/F111.svg,results/q3/communication_atoms.csv,plot_data/F111.json,仅中点分布诊断，不是区间内最低裕量证明，不取代完整区间核验,173c20080d49cf4ec57863dd1fdc9f215fd355af90ec1ef53992e81899a86783,否,figures/F111.pdf
F112,第三问：额外传播损耗压力测试,figures/F112.pdf,figures/F112.png,figures/F112.svg,results/q3/propagation_loss_sensitivity.csv,plot_data/F112.json,压力场景不重优化；负裕度或中断表示失败，不能当作正式可行方案,21b5be9d25b71fbe8252674d02584a2da0ed360619dd399a84a6f45cf55cac14,是,figures/F112.pdf
F113,第三问：仅中继延迟的冻结分配测试,figures/F113.pdf,figures/F113.png,figures/F113.svg,results/q3/relay_only_delay_sensitivity.csv,plot_data/F113.json,压力场景不重优化；负裕度或中断表示失败，不能当作正式可行方案,1999076c3fef0d9ec222564b9e218f88acda68567935b4ffd38186070a27cae1,是,figures/F113.pdf
F114,第三问：全部资源共同延后的时限裕度,figures/F114.pdf,figures/F114.png,figures/F114.svg,results/q3/common_start_delay_sensitivity.csv,plot_data/F114.json,压力场景不重优化；负裕度或中断表示失败，不能当作正式可行方案,32b993e045aae36f151c51b156d680b7a49801cfa10284ff51c92763200afc48,否,figures/F114.pdf
F115,第三问：每次中继任务能耗组成,figures/F115.pdf,figures/F115.png,figures/F115.svg,results/q3/relay_sorties.csv,plot_data/F115.json,当前主方案的诊断视图；不另算一次独立实验,4b986a93ee2f867e7d010a34f3a52b498761f505417ecbf2804b0c6a57acc923,否,figures/F115.pdf
F116,第三问：中继任务返航剩余电量,figures/F116.pdf,figures/F116.png,figures/F116.svg,results/q3/relay_sorties.csv,plot_data/F116.json,当前主方案的诊断视图；柱高由源表聚合,5c4f195d392b0ecd1c902d95b5432b69336246004ec24d1e2038d8fce44d3156,否,figures/F116.pdf
F117,第四问：运输与中继依赖合并后的不可拆单元,figures/F117.pdf,figures/F117.png,figures/F117.svg,results/q4/atomic_components.csv,plot_data/F117.json,当前主方案的诊断视图；柱高由源表聚合,a890cf89772af0dc7d391a63a920086a78257fb6f02006665318533f2aefe2fb,是,figures/F117.pdf
F118,第四问：严格不复制中继的2组分区,figures/F118.pdf,figures/F118.png,figures/F118.svg,data/cleaned/geospatial/dem_clean.tif;data/cleaned/model_inputs.json;results/q4/K2/groups.csv,plot_data/F118.json,当前主方案的诊断视图；不另算一次独立实验；彩点表示服务区归属，不将凸包画成行政区或连续覆盖区。,319112e0e8b342d7e668b9bd5f22342c3ba9fb4d9316046c3ec1cf82df6fd6c7,是,figures/F118.pdf
F119,第四问：2组的运输累计作业时间,figures/F119.pdf,figures/F119.png,figures/F119.svg,results/q4/K2/groups.csv,plot_data/F119.json,当前主方案的诊断视图；柱高由源表聚合,2ebbdb761e010f883998fe1112ff7aefee7c628d73260f0536404820354fbbc6,否,figures/F119.pdf
F120,第四问：2组的货箱数量,figures/F120.pdf,figures/F120.png,figures/F120.svg,results/q4/K2/groups.csv,plot_data/F120.json,当前主方案的诊断视图；柱高由源表聚合,a50409dab52914397905a75dc275e553e925842b77f615a2413b1f5e7734aeb9,否,figures/F120.pdf
F121,第四问：2组的运输架次数,figures/F121.pdf,figures/F121.png,figures/F121.svg,results/q4/K2/groups.csv,plot_data/F121.json,当前主方案的诊断视图；柱高由源表聚合,4b0dc6ffcd065f26adbfe49312307fd45f9e9397b2246bd3bcc3a9b8980bff8c,否,figures/F121.pdf
F122,第四问：2组独立配置需求与原库存,figures/F122.pdf,figures/F122.png,figures/F122.svg,results/q4/inventory_gap.csv;results/q4/summary.json,plot_data/F122.json,当前主方案的诊断视图；不另算一次独立实验,2f7f06e6d7d54a36dd857a633fb272529d43b7352009713a38e8b6501a11a04a,否,figures/F122.pdf
F123,第四问：2组分类型资源缺口,figures/F123.pdf,figures/F123.png,figures/F123.svg,results/q4/inventory_gap.csv;results/q4/summary.json,plot_data/F123.json,当前主方案的诊断视图；柱高由源表聚合,81d78a33c914204f87a685876309a1447e5f3c9e38fd28ce0b21f735662a161a,否,figures/F123.pdf
F124,第四问：2组独立运输机身占用,figures/F124.pdf,figures/F124.png,figures/F124.svg,results/q4/K2/resource_allocations.csv,plot_data/F124.json,当前主方案的诊断视图；不另算一次独立实验,68bc4c67fa07138f620f43d97bb6eaad07b336c53245a65146a5dc6dcc9cc3f4,否,figures/F124.pdf
F125,第四问：2组独立运输电池占用,figures/F125.pdf,figures/F125.png,figures/F125.svg,results/q4/K2/resource_allocations.csv,plot_data/F125.json,当前主方案的诊断视图；不另算一次独立实验,ad37f37ccf38ed055599a45de4576b22ad9708bedf18d2e125d4530f69a5b7d7,否,figures/F125.pdf
F126,第四问：2组独立中继机身占用,figures/F126.pdf,figures/F126.png,figures/F126.svg,results/q4/K2/resource_allocations.csv,plot_data/F126.json,当前主方案的诊断视图；不另算一次独立实验,f720e149ccbcd0d0810b2b0210ccec28e7757d68b474b54e32a480c661561b8e,否,figures/F126.pdf
F127,第四问：2组独立中继能源组件占用,figures/F127.pdf,figures/F127.png,figures/F127.svg,results/q4/K2/resource_allocations.csv,plot_data/F127.json,当前主方案的诊断视图；不另算一次独立实验,db5fed04bcbf6d5af821b016cd8817a5fb23b8fd17a498db71a3e0898fa2a1d9,否,figures/F127.pdf
F128,第四问：严格不复制中继的3组分区,figures/F128.pdf,figures/F128.png,figures/F128.svg,data/cleaned/geospatial/dem_clean.tif;data/cleaned/model_inputs.json;results/q4/K3/groups.csv,plot_data/F128.json,当前主方案的诊断视图；不另算一次独立实验；彩点表示服务区归属，不将凸包画成行政区或连续覆盖区。,962b2180cef2e57ac888f2ff76619c9d7a9c5e9d2bce3df516b569b49f5e4b0d,是,figures/F128.pdf
F129,第四问：3组的运输累计作业时间,figures/F129.pdf,figures/F129.png,figures/F129.svg,results/q4/K3/groups.csv,plot_data/F129.json,当前主方案的诊断视图；柱高由源表聚合,7879ae8fa3a8d8203b43e94ac64fc56aa26779b127f3d6b81698923defda864d,否,figures/F129.pdf
F130,第四问：3组的货箱数量,figures/F130.pdf,figures/F130.png,figures/F130.svg,results/q4/K3/groups.csv,plot_data/F130.json,当前主方案的诊断视图；柱高由源表聚合,cab7a3272bf1a09c6cbb95fc6b515bf40382016a7b94dc0b94e28e26dcc25548,否,figures/F130.pdf
F131,第四问：3组的运输架次数,figures/F131.pdf,figures/F131.png,figures/F131.svg,results/q4/K3/groups.csv,plot_data/F131.json,当前主方案的诊断视图；柱高由源表聚合,f67e0f7eccbcf199cefffc46600aa9c0672a07d7ba9068652aaee8fc0c8252f4,否,figures/F131.pdf
F132,第四问：3组独立配置需求与原库存,figures/F132.pdf,figures/F132.png,figures/F132.svg,results/q4/inventory_gap.csv;results/q4/summary.json,plot_data/F132.json,当前主方案的诊断视图；不另算一次独立实验,d28ddd334465cd633b48cf4a68a9298182e730203701588c81bcda1b80bdee39,否,figures/F132.pdf
F133,第四问：3组分类型资源缺口,figures/F133.pdf,figures/F133.png,figures/F133.svg,results/q4/inventory_gap.csv;results/q4/summary.json,plot_data/F133.json,当前主方案的诊断视图；柱高由源表聚合,7420b6db3a0cac937b7828ec9c92f7a0c4beffeedc48cca81aad86417791a9a5,否,figures/F133.pdf
F134,第四问：3组独立运输机身占用,figures/F134.pdf,figures/F134.png,figures/F134.svg,results/q4/K3/resource_allocations.csv,plot_data/F134.json,当前主方案的诊断视图；不另算一次独立实验,8d64e4bf1ebb52c0fa5f5d077c2555b049697117e121a998e5fb48c975a29519,否,figures/F134.pdf
F135,第四问：3组独立运输电池占用,figures/F135.pdf,figures/F135.png,figures/F135.svg,results/q4/K3/resource_allocations.csv,plot_data/F135.json,当前主方案的诊断视图；不另算一次独立实验,a2a9f8afe059616e67ca612fc23f09888483058805d5da77503d93ee8251feec,是,figures/F135.pdf
F136,第四问：3组独立中继机身占用,figures/F136.pdf,figures/F136.png,figures/F136.svg,results/q4/K3/resource_allocations.csv,plot_data/F136.json,当前主方案的诊断视图；不另算一次独立实验,640c5d9db2b6cba9cd0c689e6dcaa82923c641d3466880ebdd41ec32d7ce4c5b,否,figures/F136.pdf
F137,第四问：3组独立中继能源组件占用,figures/F137.pdf,figures/F137.png,figures/F137.svg,results/q4/K3/resource_allocations.csv,plot_data/F137.json,当前主方案的诊断视图；不另算一次独立实验,0e05ff87e170376ade40751229e2c3a78fac27cebfd3e895c8e0824d7b39d6f7,否,figures/F137.pdf
F138,第四问：严格可行的全部4个分区比较,figures/F138.pdf,figures/F138.png,figures/F138.svg,results/q4/all_partitions.csv,plot_data/F138.json,固定最终Q3的严格依赖图全部分区；不同于仅按运输依赖枚举的空间,df1febc0710d689aad53dc0261495992916d9e8d3d11730e155ed7431351cbbe,是,figures/F138.pdf
F139,闭环压力测试：运输能耗扰动与最低返航电量,figures/F139.pdf,figures/F139.png,figures/F139.svg,results/closure/fixed_energy_sweep.csv,plot_data/F139.json,冻结排程压力试验；仅检验图示扰动维度，不重新优化、不代表随机可靠率,28cc7502e4ed686be4ac8471155080edca5bbe2acb0971e94f553191ce7aa713,是,figures/F139.pdf
F140,闭环压力测试：运输能耗扰动导致的安全余量违约,figures/F140.pdf,figures/F140.png,figures/F140.svg,results/closure/fixed_energy_sweep.csv,plot_data/F140.json,冻结排程压力试验；仅检验图示扰动维度，不重新优化、不代表随机可靠率,7df3a1def97354e0e569996818d6e0a58234832382b4d9bb7fbb016850316ab8,否,figures/F140.pdf
F141,闭环压力测试：运输能耗扰动导致的电池周转冲突,figures/F141.pdf,figures/F141.png,figures/F141.svg,results/closure/fixed_energy_sweep.csv,plot_data/F141.json,冻结排程压力试验；仅检验图示扰动维度，不重新优化、不代表随机可靠率,5f1a6e03966c00f11a5efa2a12f13203ff57ee692f4b1b9f31a3569e1961465c,否,figures/F141.pdf
F142,闭环压力测试：充电时间扰动与下一次任务准备裕度,figures/F142.pdf,figures/F142.png,figures/F142.svg,results/closure/fixed_charging_sweep.csv,plot_data/F142.json,冻结排程压力试验；仅检验图示扰动维度，不重新优化、不代表随机可靠率,105e8d05b4712e7133a1b36c6317643bb27c20b2325cf0c61506202113432fcb,是,figures/F142.pdf
F143,闭环压力测试：充电变慢后的资源冲突,figures/F143.pdf,figures/F143.png,figures/F143.svg,results/closure/fixed_charging_sweep.csv,plot_data/F143.json,冻结排程压力试验；仅检验图示扰动维度，不重新优化、不代表随机可靠率,3231d9cf157fd65413a8cc81e409c8f3e71559019b1b3a43321773f8694eb85f,否,figures/F143.pdf
F144,闭环压力测试：共同延迟对最紧硬时限的影响,figures/F144.pdf,figures/F144.png,figures/F144.svg,results/closure/common_delay_fine_sweep.csv,plot_data/F144.json,冻结排程压力试验；仅检验图示扰动维度，不重新优化、不代表随机可靠率,d4ce7e485f949fb3c579835f66c11dc7d0a6b22b8b299da29f5716baa6bffd26,是,figures/F144.pdf
F145,闭环压力测试：共同延迟导致的硬时限违约货箱数,figures/F145.pdf,figures/F145.png,figures/F145.svg,results/closure/common_delay_fine_sweep.csv,plot_data/F145.json,冻结排程压力试验；仅检验图示扰动维度，不重新优化、不代表随机可靠率,a8854b8e8c6b8ef6b4900a6c950805cd053cd6c720b62390c09554cdb0f8567d,否,figures/F145.pdf
F146,闭环压力测试：共同延迟导致的期望送达逾期,figures/F146.pdf,figures/F146.png,figures/F146.svg,results/closure/common_delay_fine_sweep.csv,plot_data/F146.json,冻结排程压力试验；仅检验图示扰动维度，不重新优化、不代表随机可靠率,ac6885d164d09867af7ba13ce2b4de042d89b5076e4a28f2ae8afbcbb2c42c75,否,figures/F146.pdf
F147,闭环筛选：独立Q3候选的严格三分区兼容性,figures/F147.pdf,figures/F147.png,figures/F147.svg,results/q3/closure_existing_candidates.csv,plot_data/F147.json,圆点支持严格三组；叉号不支持；同坐标标签合并，选择在Q3定稿前完成，不在Q4改排任务,de51d4f5e955e6ebef843ce8866f428660f74e1cc8fba0c82af6998cd83546fc,是,figures/F147.pdf
F148,C型载荷—巡航海拔能耗响应（模型扫参）,figures/F148.pdf,figures/F148.png,figures/F148.svg,data/cleaned/boxes.csv;data/cleaned/model_inputs.json;results/q1/route_geometry.csv;src/config.py;src/physics.py,plot_data/F148.json,固定S008的真实距离与两端作业高度；载荷和巡航海拔为确定性模型扫参，非新增现场试验或正式排程。只基准海拔对应题定巡航规则。,3e88d5e7c0658228f4e9c5e0ca6d60cddeb436a8abf7866c13b1b0a25d7811c3,否,figures/F148.pdf
F149,同一能耗曲面的可行域投影,figures/F149.pdf,figures/F149.png,figures/F149.svg,data/cleaned/boxes.csv;data/cleaned/model_inputs.json;results/q1/route_geometry.csv;src/config.py;src/physics.py,plot_data/F149.json,固定S008的真实距离与两端作业高度；载荷和巡航海拔为确定性模型扫参，非新增现场试验或正式排程。只基准海拔对应题定巡航规则。；红线由同一网格方程确定，不人为绘制。,fbed17914be8a7eaaff35ead781b76733d53eeb8740a9fa933a5df060aa15073,否,figures/F149.pdf
F150,巡航海拔改变时的载荷—能耗截面,figures/F150.pdf,figures/F150.png,figures/F150.svg,data/cleaned/boxes.csv;data/cleaned/model_inputs.json;results/q1/route_geometry.csv;src/config.py;src/physics.py,plot_data/F150.json,固定S008的真实距离与两端作业高度；载荷和巡航海拔为确定性模型扫参，非新增现场试验或正式排程。只基准海拔对应题定巡航规则。,d54e7b18bd113b0d27946e23e578d34306c411fe30cc26b7505c2f3469d16f8f,否,figures/F150.pdf
F151,返航余量下的跨服务区载荷分布,figures/F151.pdf,figures/F151.png,figures/F151.svg,results/q1/capacity_sensitivity.csv,plot_data/F151.json,跨服务区确定性横截面，不是15次独立随机试验。Scott带宽KDE仅为轮廓，裁在实际极值；散点等距横向避让不改变载荷。,100b04c9ac340f964b65777687c4ecd32827a9f98fd00152c51448dfd18fb7ac,否,figures/F151.pdf
F152,15个服务区的安全载荷敏感性,figures/F152.pdf,figures/F152.png,figures/F152.svg,results/q1/capacity_sensitivity.csv,plot_data/F152.json,每个色块为一次已完成能力计算；不对离散服务区做二维平滑插值。,3bb657261731c4f21cc67c49c43792c9fb8544117acf05460ab309b13bb146ee,否,figures/F152.pdf
F153,安全载荷的经验累计分布,figures/F153.pdf,figures/F153.png,figures/F153.svg,results/q1/capacity_sensitivity.csv,plot_data/F153.json,经验分布仅对应15个给定服务区；没有概率外推，不生成随机样本。,765e6c8017a7c964010b8cf2f058d6fd2e77135b040354f36d272c7d4ba47cf4,否,figures/F153.pdf
F154,异构机型载荷—等效航程关系,figures/F154.pdf,figures/F154.png,figures/F154.svg,data/cleaned/model_inputs.json;src/config.py;src/physics.py,plot_data/F154.json,由源题载荷指数关系计算；不是模型非支配前沿，也不是最大安全往返距离。,4b2b9389eb34225d049ac470445ab4bbe7cb61f78f467e037b669a611bad596e,否,figures/F154.pdf
F155,实际需求的空间位置与时间要求,figures/F155.pdf,figures/F155.png,figures/F155.svg,data/cleaned/boxes.csv;data/cleaned/geospatial/dem_clean.tif;data/cleaned/model_inputs.json,plot_data/F155.json,只绘制真实服务节点；符号面积正比货重、颜色代表本区最早期望时间。DEM为原高程，不建立无数据支持的连续需求热力场。,8423da4c2e5bde7efe16ba75f24dbd3952cc67315e2136aaa7fde37f95588eba,否,figures/F155.pdf
F156,按期望送达时刻累计的物资需求,figures/F156.pdf,figures/F156.png,figures/F156.svg,data/cleaned/boxes.csv,plot_data/F156.json,需求累计曲线，不是实际交付曲线、需求到达过程或一天24小时预测。,a672f4f783b942a34861f32ccc40428f75d5b01ea39d8720513acfde43cd13aa,否,figures/F156.pdf
F157,服务区—物资类别的真实需求矩阵,figures/F157.pdf,figures/F157.png,figures/F157.svg,data/cleaned/boxes.csv,plot_data/F157.json,质量由80箱逐箱汇总，总质量758 kg。空类别为真实0，不是缺失插值。,ff30a67feb718c4b277c52256ac061019ffa6c912b162e4257592c98c87e3f96,否,figures/F157.pdf
F158,五个已计算Q3候选的三指标位置,figures/F158.pdf,figures/F158.png,figures/F158.svg,results/q3/closure_existing_candidates.csv,plot_data/F158.json,恰好5个已计算候选；编号对应绘图数据行；部分点同坐标重合。不是全局帕累托前沿，不补造迭代点云。,790469a967400ad19994e39b2b675da7a7269e489040139e2e1ecf2b227a70f7,否,figures/F158.pdf
F159,实际搜索日志中的时间—能耗轨迹,figures/F159.pdf,figures/F159.png,figures/F159.svg,results/q2/multipoint_search_rounds.csv,plot_data/F159.json,仅展示日志已保存的各轮结果，不是每个候选移动的点云；折线只连接记录先后，不代表连续可行前沿。,602f79ccfbfbe448ea1fbe55aeff71ef44a44d282d6aa2517cd2338141b70ec9,否,figures/F159.pdf
F160,Q3-T-016：任务能耗与两阶段充电,figures/F160.pdf,figures/F160.png,figures/F160.svg,data/cleaned/model_inputs.json;data/cleaned/transport_batteries.csv;results/q3/battery_cycles.csv;results/q3/communication_atoms.csv;results/q3/legs.csv;results/q3/trajectory_phases.csv;results/q3/trips.csv,plot_data/F160.json,分阶段均匀能量累计由同一能耗公式推导，非电流遥测。下降/交接附加能耗按题定简化模型为0；末尾为本电池充满时间，非任务完工。,202687bc41b26deb997e83fd1fb5ab8000613a3c58caedc013ccf1d6c134ec3c,否,figures/F160.pdf
F161,Q3-T-016：完成站点交接后的剩余载荷,figures/F161.pdf,figures/F161.png,figures/F161.svg,data/cleaned/model_inputs.json;data/cleaned/transport_batteries.csv;results/q3/battery_cycles.csv;results/q3/communication_atoms.csv;results/q3/legs.csv;results/q3/trajectory_phases.csv;results/q3/trips.csv,plot_data/F161.json,卸货以站点交接完成为阶跃；用于航段能耗的载荷，不推断交接期间每箱释放过程。,f7cad2bcd9e1bc3342a9b0b360274160f21276e420ef518878618e0b3f0f0c5c,否,figures/F161.pdf
F162,Q3-T-016：全飞行与交接区间通信切换,figures/F162.pdf,figures/F162.png,figures/F162.svg,data/cleaned/model_inputs.json;data/cleaned/transport_batteries.csv;results/q3/battery_cycles.csv;results/q3/communication_atoms.csv;results/q3/legs.csv;results/q3/trajectory_phases.csv;results/q3/trips.csv,plot_data/F162.json,空白仅为准备、返回后充电等无本运输任务通信需求时段；正长度通信区间直接取最终结果，边界点另行验证。,c7e60f88a155f9b2a412904a43bf333f279a60a1a8804384f356f98f5ca7eec8,否,figures/F162.pdf
